Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Treadmill Running,01-02-18 16:02,FALSE,Treadmill Running,0.91,97,08:04.0,128,140,1.6,160,173,8:50,7:36,--,--,1.14,0,0,0,0,0,0:00,60.8,0:00,No,00:00.0,1,0
Treadmill Running,30-01-18 16:24,FALSE,Treadmill Running,3.07,404,0:35:11,141,175,3.5,132,175,11:27,5:46,--,--,1.09,0,0,0,0,0,0:00,69.8,0:00,No,00:00.0,4,0
Treadmill Running,25-01-18 13:05,FALSE,Treadmill Running,0.93,106,07:31.4,145,157,2.1,154,185,8:07,6:22,--,--,1.28,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,1,0
Treadmill Running,22-01-18 17:06,FALSE,Treadmill Running,1.03,115,08:18.5,145,154,2.2,158,175,8:05,6:09,--,--,1.24,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,22-01-18 16:33,FALSE,Treadmill Running,1,119,0:10:14,131,151,2,129,173,10:13,7:13,--,--,1.22,0,0,0,0,0,0:00,68,0:00,No,00:00.0,2,0
Treadmill Running,21-01-18 15:01,FALSE,Treadmill Running,1.04,126,08:57.3,149,166,2.3,150,173,8:36,5:49,--,--,1.21,0,0,0,0,0,0:00,77,0:00,No,00:00.0,2,0
Treadmill Running,21-01-18 14:26,FALSE,Treadmill Running,1,104,08:03.0,136,148,2,160,173,8:02,7:06,--,--,1.25,0,0,0,0,0,0:00,77,0:00,No,00:00.0,2,0
Treadmill Running,16-01-18 20:11,FALSE,Treadmill Running,1,143,0:10:08,151,166,2.5,130,173,10:06,5:51,--,--,1.23,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,16-01-18 19:24,FALSE,Treadmill Running,0.95,92,07:01.4,138,145,2,168,183,7:23,5:39,--,--,1.3,0,0,0,0,0,0:00,66.2,0:00,No,00:00.0,1,0
Treadmill Running,15-01-18 19:24,FALSE,Treadmill Running,1,110,09:30.6,127,142,1.8,138,173,9:31,6:52,--,--,1.23,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,15-01-18 18:06,FALSE,Treadmill Running,1,116,08:46.0,140,156,2.2,149,183,8:47,6:23,--,--,1.23,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,1,0
Treadmill Running,14-01-18 14:55,FALSE,Treadmill Running,2.05,216,0:15:49,143,157,2.8,167,177,7:43,6:18,--,--,1.16,0,0,0,0,0,0:00,69.8,0:00,No,00:00.0,2,0
Treadmill Running,13-01-18 16:07,FALSE,Treadmill Running,0.9,112,07:43.1,151,154,2.3,161,177,8:33,7:20,--,--,1.17,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,13-01-18 15:31,FALSE,Treadmill Running,0.9,94,07:51.7,130,146,1.8,160,178,8:45,7:25,--,--,1.15,0,0,0,0,0,0:00,69.8,0:00,No,00:00.0,1,0
Treadmill Running,12-01-18 18:19,FALSE,Treadmill Running,0.93,126,08:40.0,153,168,2.6,153,179,9:18,6:08,--,--,1.13,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,08-01-18 18:10,FALSE,Treadmill Running,0.96,120,0:11:59,122,153,2.1,112,193,12:26,5:44,--,--,1.15,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,08-01-18 17:18,FALSE,Treadmill Running,0.97,161,0:15:32,129,159,2.4,95,177,15:59,7:12,--,--,1.06,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,07-01-18 13:51,FALSE,Treadmill Running,3.47,497,0:45:00,143,180,4.9,121,183,12:57,6:51,--,--,0.97,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,4,0
Treadmill Running,06-01-18 15:23,FALSE,Treadmill Running,0.88,110,07:29.2,158,169,2.8,166,175,8:30,7:29,--,--,1.14,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,06-01-18 14:33,FALSE,Treadmill Running,0.94,105,07:52.8,143,158,2.5,163,177,8:24,6:14,--,--,1.18,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,05-01-18 17:05,FALSE,Treadmill Running,0.94,109,07:30.9,155,166,2.7,169,191,7:57,5:53,--,--,1.2,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,2,0
Treadmill Running,05-01-18 16:28,FALSE,Treadmill Running,0.96,98,07:54.9,134,150,2.2,166,179,8:16,6:17,--,--,1.17,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,04-01-18 19:41,FALSE,Treadmill Running,1,162,0:12:19,144,156,2.8,119,168,12:19,7:27,--,--,1.1,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,04-01-18 18:54,FALSE,Treadmill Running,0.96,128,09:49.1,139,149,2.5,143,169,10:14,7:21,--,--,1.1,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,30-12-17 16:34,FALSE,Treadmill Running,0.93,127,09:11.5,150,172,2.8,143,175,9:53,7:13,--,--,1.14,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,1,0
Treadmill Running,28-12-17 18:35,FALSE,Treadmill Running,2,272,0:21:20,148,167,3.5,133,181,10:40,4:36,--,--,1.55,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,3,0
Treadmill Running,27-12-17 18:04,FALSE,Treadmill Running,2.01,190,0:13:04,155,160,3.2,160,169,6:30,7:32,--,--,1.15,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,20-12-17 10:52,FALSE,Treadmill Running,1.02,116,08:49.4,140,148,2.5,162,171,8:38,7:47,--,--,1.15,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,19-12-17 17:12,FALSE,Treadmill Running,1.01,118,08:55.4,142,162,2.5,159,166,8:51,7:45,--,--,1.14,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,29-11-17 13:16,FALSE,Treadmill Running,1,134,09:18.1,150,164,2.6,151,175,9:16,7:11,3,--,1.15,0,0,0,0,0,0:00,77,0:00,No,00:00.0,2,0
Treadmill Running,29-11-17 12:35,FALSE,Treadmill Running,1.02,123,08:55.8,144,157,2.4,158,168,8:45,6:18,3,3,1.33,0,0,0,0,0,0:00,77,0:00,No,00:00.0,2,0
Running,06-10-17 11:04,FALSE,Kansas City Running,4.44,608,0:44:14,141,162,3.5,157,169,9:58,7:58,144,138,1.03,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,--,0
Strength Training,25-09-17 19:30,FALSE,Strength,0,80,0:15:46,88,107,0.2,--,--,--,--,--,--,0,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,--,0
Running,21-09-17 12:16,FALSE,Kansas City Running,4.25,565,0:37:26,149,182,3.9,165,180,8:48,7:19,108,121,1.11,0,0,0,0,0,0:00,86,0:00,No,00:00.0,--,0
Running,19-09-17 18:45,FALSE,Kansas City Running,4.32,553,0:36:57,148,170,4.2,165,177,8:33,7:16,98,141,1.14,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,--,0
Running,16-09-17 15:17,FALSE,Kansas City Running,3.02,404,0:24:56,156,187,3.8,161,200,8:15,4:57,59,98,1.21,0,0,0,0,0,0:00,84.2,0:00,No,00:00.0,--,0
